dossier_id,mibig_accession,organism_name,primary_product_raw,mibig_bgc_class_raw,primary_reference_year,primary_reference_doi,genes,metabolites,experiments,claims,conflicts
M4-FUNG-0377,BGC0002218,,,,,,0,0,0,1,0
M4-FUNG-0378,BGC0002219,,,,,,0,0,0,1,0
M4-FUNG-0379,BGC0002220,,,,,,0,0,0,1,0
M4-FUNG-0380,BGC0002221,,,,,,0,0,0,1,0
M4-FUNG-0381,BGC0002222,,,,,,0,0,0,1,0
M4-FUNG-0382,BGC0002223,,,,,,0,0,0,1,0
M4-FUNG-0383,BGC0002224,,,,,,0,0,0,1,0
M4-FUNG-0384,BGC0002225,,,,,,0,0,0,1,0
M4-FUNG-0385,BGC0002226,,,,,,0,0,0,1,0
M4-FUNG-0386,BGC0002227,,,,,,0,0,0,1,0
M4-FUNG-0387,BGC0002228,,,,,,0,0,0,1,0
M4-FUNG-0388,BGC0002229,,,,,,0,0,0,1,0
M4-FUNG-0389,BGC0002230,,,,,,0,0,0,1,0
M4-FUNG-0390,BGC0002231,,,,,,0,0,0,1,0
M4-FUNG-0391,BGC0002232,,,,,,0,0,0,1,0
M4-FUNG-0392,BGC0002233,,,,,,0,0,0,1,0
M4-FUNG-0393,BGC0002234,,,,,,0,0,0,1,0
M4-FUNG-0394,BGC0002235,,,,,,0,0,0,1,0
M4-FUNG-0395,BGC0002236,,,,,,0,0,0,1,0
M4-FUNG-0396,BGC0002237,,,,,,0,0,0,1,0
M4-FUNG-0397,BGC0002238,,,,,,0,0,0,1,0
M4-FUNG-0398,BGC0002239,,,,,,0,0,0,1,0
M4-FUNG-0399,BGC0002240,,,,,,0,0,0,1,0
M4-FUNG-0400,BGC0002241,,,,,,0,0,0,1,0
M4-FUNG-0401,BGC0002242,,,,,,0,0,0,1,0
M4-FUNG-0402,BGC0002243,,,,,,0,0,0,1,0
M4-FUNG-0403,BGC0002244,,,,,,0,0,0,1,0
M4-FUNG-0404,BGC0002245,,,,,,0,0,0,1,0
M4-FUNG-0405,BGC0002246,,,,,,0,0,0,1,0
M4-FUNG-0406,BGC0002247,,,,,,0,0,0,1,0
M4-FUNG-0407,BGC0002248,,,,,,0,0,0,1,0
M4-FUNG-0408,BGC0002249,,,,,,0,0,0,1,0
M4-FUNG-0409,BGC0002250,,,,,,0,0,0,1,0
M4-FUNG-0410,BGC0002251,,,,,,0,0,0,1,0
M4-FUNG-0411,BGC0002252,,,,,,0,0,0,1,0
M4-FUNG-0412,BGC0002253,,,,,,0,0,0,1,0
M4-FUNG-0413,BGC0002254,,,,,,0,0,0,1,0
M4-FUNG-0414,BGC0002255,,,,,,0,0,0,1,0
M4-FUNG-0415,BGC0002256,,,,,,0,0,0,1,0
M4-FUNG-0416,BGC0002257,,,,,,0,0,0,1,0
M4-FUNG-0417,BGC0002258,,,,,,0,0,0,1,0
M4-FUNG-0418,BGC0002259,,,,,,0,0,0,1,0
M4-FUNG-0419,BGC0002260,,,,,,0,0,0,1,0
M4-FUNG-0420,BGC0002261,,,,,,0,0,0,1,0
M4-FUNG-0421,BGC0002262,,,,,,0,0,0,1,0
M4-FUNG-0422,BGC0002263,,,,,,0,0,0,1,0
M4-FUNG-0423,BGC0002264,,,,,,0,0,0,1,0
M4-FUNG-0424,BGC0002265,,,,,,0,0,0,1,0
M4-FUNG-0425,BGC0002266,,,,,,0,0,0,1,0
M4-FUNG-0426,BGC0002267,Aspergillus terreus NIH2624,azasperpyranone A,PKS (Unknown),2020.0,10.1002/anie.201915514,5,4,3,3,3
M4-FUNG-0427,BGC0002268,Penicillium sp.,"CJ-16,173",NRPS (Type I); PKS (Unknown),2020.0,10.1002/anie.202008321,7,8,5,6,5
M4-FUNG-0428,BGC0002269,Calcarisporium arbuscula,MCA17-1,NRPS (Type I); PKS (Unknown),2021.0,10.1021/acs.jafc.1c03639,2,1,2,2,2
M4-FUNG-0429,BGC0002270,Metarhizium robertsii ARSEF 23,swainsonine,NRPS (Type I); PKS (Unknown),2020.0,10.1021/acschembio.0c00466,7,3,4,3,2
M4-FUNG-0430,BGC0002271,Aspergillus terreus NIH2624,asterriquinone CT5,NRPS (Type I),2013.0,10.1021/ol401384v,4,1,1,1,2
M4-FUNG-0431,BGC0002272,Aspergillus terreus NIH2624,asterrelenin,NRPS (Type I),2013.0,10.1021/ol401384v,6,2,1,2,2
M4-FUNG-0432,BGC0002273,Aspergillus terreus NIH2624,butyrolactone III,NRPS (Type I),2013.0,10.1021/ol401384v,7,2,1,2,2
M4-FUNG-0433,BGC0002274,Aspergillus terreus NIH2624,aspulvinone H,NRPS (Type I),2013.0,10.1021/ol401384v,1,2,1,2,2
M4-FUNG-0434,BGC0002275,Aspergillus niger CBS 101883,pyrophen,NRPS (Type I); PKS (Unknown),2020.0,10.1021/acs.jnatprod.9b00989,2,3,3,3,2
M4-FUNG-0435,BGC0002276,Aspergillus nidulans FGSC A4,choline,NRPS (Type I),2019.0,10.1073/pnas.1903282116,1,3,2,2,2
M4-FUNG-0436,BGC0002277,Suillus grevillei,atromentin,NRPS (Type I),2012.0,10.1002/cbic.201200187,1,2,1,2,2
M4-FUNG-0437,BGC0002278,Penicillium brasilianum,brasiliamide I,NRPS (Type I); other (other),2020.0,10.1007/s00253-020-10678-w,5,5,5,4,3
M4-FUNG-0438,BGC0002279,Omphalotus olearius VT 653.13,δ-6 protoilludene,terpene (Unknown),2012.0,10.1016/j.chembiol.2012.05.012,2,2,3,3,2
M4-FUNG-0439,BGC0002280,Omphalotus olearius VT 653.13,δ-6 protoilludene,terpene (Unknown),2012.0,10.1016/j.chembiol.2012.05.012,2,2,3,3,2
M4-FUNG-0440,BGC0002281,Fusarium commune,(-)-sambutoxin,NRPS (Type I); PKS (Unknown),2021.0,10.1021/acs.orglett.1c02836,6,4,5,4,3
M4-FUNG-0441,BGC0002290,Biscogniauxia sp.,biscognienyne B,other (other),2020.0,10.1002/anie.202004364,7,5,3,4,3
M4-FUNG-0442,BGC0002301,Aschersonia paraphysata,(P)-ustilaginoidin A,PKS (Type I),2019.0,10.1002/anie.201903759,3,2,3,3,3
M4-FUNG-0443,BGC0002304,Talaromyces variabilis,varicidin A,NRPS (Type I); PKS (Unknown),2019.0,10.1021/jacs.8b12010,7,5,4,4,3
M4-FUNG-0444,BGC0002320,Penicillium rubens Wisconsin 54-1255,(-)-conidiogenone,terpene (Unknown),2019.0,10.1080/09168451.2018.1536518,2,2,3,3,3
M4-FUNG-0445,BGC0002321,Metschnikowia aff. pulcherrima,pulcherriminic acid,other (other),2019.0,10.1111/mmi.14272,4,4,5,4,3
M4-FUNG-0446,BGC0002348,Aspergillus terreus NIH2624,aspulvinone E,NRPS (Type I),2016.0,10.1016/j.chembiol.2016.03.014,6,3,5,5,4
M4-FUNG-0447,BGC0002368,Penicillium citrinum,21R-citrinadin A,NRPS (Type I); other (other),2021.0,10.1038/s41467-021-24421-0,5,4,4,4,3
M4-FUNG-0448,BGC0002375,Cladosporium sp. SW67,cladosporiumin I; cladosporiumin J,NRPS (Type I); PKS (Unknown); ribosomal (RiPP),2019.0,10.1039/C8QO01104D,5,3,2,3,2
M4-FUNG-0449,BGC0002427,Metarhizium robertsii ARSEF 23,subglutinol A,PKS (Unknown); terpene (Unknown),2020.0,10.1038/s41467-020-15664-4,6,3,4,4,3
M4-FUNG-0450,BGC0002428,Fusarium graminearum PH-1,FDDP-D,PKS (Type I); terpene (Diterpene),2020.0,10.1038/s41467-020-15664-4,7,5,4,4,4
M4-FUNG-0451,BGC0002429,Colletotrichum higginsianum IMI 349063,higginsianin B,PKS (Type I); terpene (Diterpene),2020.0,10.1038/s41467-020-15664-4,7,5,4,4,4
M4-FUNG-0452,BGC0002438,Pithomyces chartarum,sporidesmin A,other (other),2021.0,10.1101/2021.04.29.441555,7,2,2,4,3
M4-FUNG-0453,BGC0002445,Armillaria gallica,armillyl orsellinate,terpene (Unknown),2020.0,10.1007/s00253-020-11006-y,6,3,4,4,4
M4-FUNG-0454,BGC0002459,Bipolaris sorokiniana,preterpestacin I,terpene (Unknown),2021.0,10.1007/s00253-021-11192-3,6,5,4,4,4
M4-FUNG-0455,BGC0002483,Cladonia uncialis subsp. uncialis,usnic acid,PKS (Unknown),2016.0,10.1016/j.funbio.2015.10.009,3,2,3,4,4
M4-FUNG-0456,BGC0002501,Penicillium steckii,penigainamide A,other (other),2020.0,10.1002/cbic.202000403,6,5,4,4,4
M4-FUNG-0457,BGC0002502,Fusarium fujikuroi,fumonisin B1,PKS (Unknown),2019.0,10.3390/toxins11040200,6,3,4,4,4
M4-FUNG-0458,BGC0002505,Xenoacremonium sinensis,xenoacremone A,NRPS (Type I); PKS (Unknown),2021.0,10.1016/j.apsb.2021.03.034,7,4,4,5,3
M4-FUNG-0459,BGC0002507,Chrysosporium merdarium,sporandol,PKS (Unknown),2020.0,10.1021/acschembio.0c00025,6,2,2,3,2
M4-FUNG-0460,BGC0002511,Cladonia macilenta KoLRI003786,biruloquinone,PKS (Unknown),2021.0,10.3390/jof7050398,6,1,3,5,4
M4-FUNG-0461,BGC0002513,Cladonia metacorallifera KoLRI002260,cristazarin,PKS (Unknown),2021.0,10.3390/jof7080601,1,2,2,2,1
M4-FUNG-0462,BGC0002515,Ascochyta rabiei,solanapyrone A,PKS (Unknown),2015.0,10.1128/EC.00084-15,2,2,2,2,1
M4-FUNG-0463,BGC0002516,Fusarium neocosmosporiellum,red perithecial pigment / prephenalenone assignment,PKS (Unknown),2019.0,10.3389/fmicb.2019.01247,1,0,2,2,1
M4-FUNG-0464,BGC0002519,Aspergillus fumigatus MF071,"19S,20-epoxy-18-oxotryprostatin A; 20-hydroxy-18-oxotryprostatin A",other (other),2020.0,10.3390/md18070352,0,2,0,2,1
M4-FUNG-0465,BGC0002525,Fusarium sp. RK97-94,1233A,PKS (Unknown),2020.0,10.1038/s41429-020-0295-4,7,0,2,2,1
M4-FUNG-0466,BGC0002537,Aspergillus sp. TJ23,emeridone F,PKS (Unknown); terpene (Unknown),2020.0,10.1021/acs.orglett.0c01358,4,0,1,2,1
M4-FUNG-0467,BGC0002538,Chaetomium olivaceum SD-80A,chaetolivacines A-C,PKS (Unknown),2020.0,10.3389/fmicb.2019.02958,3,0,1,2,1
M4-FUNG-0468,BGC0002539,Discosia rubi,chaetoglobosin P,other (other),2020.0,10.3389/fmicb.2020.01766,4,0,2,3,1
M4-FUNG-0469,BGC0002543,Phialomyces arenicola (studied as Penicillium arenicola NRRL 8095),acrophiarin,NRPS (Type I),2020.0,10.1111/1462-2920.15004,7,0,1,2,1
M4-FUNG-0470,BGC0002546,Chaetomium globosum,cytoglobosin X,NRPS (Type I); PKS (Unknown),2020.0,10.1007/s00253-019-10308-0,5,0,1,3,1
M4-FUNG-0471,BGC0002549,Parmelia sp. 050094,salazinic acid,PKS (Unknown),2021.0,10.1128/mBio.01111-21,0,0,1,2,1
M4-FUNG-0472,BGC0002555,Acremonium sp.,emerimicins V-X,NRPS (Type I); PKS (Unknown),2021.0,10.1021/acs.jnatprod.0c01186,3,2,1,2,1
M4-FUNG-0473,BGC0002557,Penicillium griseofulvum,penifulvin A,terpene (Unknown),2019.0,10.1002/anie.201813722,3,2,2,2,1
M4-FUNG-0474,BGC0002592,Aspergillus terreus NIH2624,geodin,PKS (Unknown),2013.0,10.1371/journal.pone.0072871,3,2,1,2,1
M4-FUNG-0475,BGC0002593,Pseudevernia furfuracea,lecanoric acid,PKS (Unknown),2021.0,10.1016/j.mec.2021.e00172,1,2,1,2,1
M4-FUNG-0476,BGC0002594,Fusarium graminearum PH-1,orsellinic acid; orcinol,PKS (Unknown),2014.0,10.1016/j.fgb.2014.06.008,2,2,1,2,1
M4-FUNG-0477,BGC0002595,Taiwanofungus camphoratus,orsellinic acid,PKS (Unknown),2017.0,10.1007/s00253-017-8196-6,1,2,1,2,1
M4-FUNG-0478,BGC0002596,Claviceps purpurea 20.1,lecanoric acid,PKS (Unknown),2021.0,10.1016/j.fgb.2020.103481,1,3,1,2,1
M4-FUNG-0479,BGC0002598,Aspergillus westerdijkiae,ochratoxin A,PKS (Unknown),2021.0,10.1016/j.ijfoodmicro.2021.109113,5,2,2,3,1
M4-FUNG-0480,BGC0002599,Aspergillus fumigatus,fumigaclavine,other (other),2020.0,10.3390/md18070352,0,0,1,2,1
M4-FUNG-0481,BGC0002600,Aspergillus fumigatus,helvolic acid,other (other),2020.0,10.3390/md18070352,0,1,1,2,1
M4-FUNG-0482,BGC0002601,Aspergillus fumigatus,fumagillin,other (other),2020.0,10.3390/md18070352,0,1,1,2,1
M4-FUNG-0483,BGC0002602,Aspergillus flavus,aspergillic acid,other (other),2018.0,10.1016/j.fgb.2018.04.009,3,3,1,3,1
M4-FUNG-0484,BGC0002603,Aspergillus versicolor,chevalone E,PKS (Unknown),2019.0,10.1039/C8QO01124A,4,2,2,3,1
M4-FUNG-0485,BGC0002604,Aspergillus felis,sartorypyrone A,PKS (Unknown),2019.0,10.1039/C8QO01124A,2,2,1,3,1
M4-FUNG-0486,BGC0002605,Aspergillus carbonarius,ochratoxin A,NRPS (Type I); PKS (Unknown),2018.0,10.1016/j.ijfoodmicro.2017.12.028,5,1,1,3,1
M4-FUNG-0487,BGC0002606,Aspergillus niger,ochratoxin A,NRPS (Type I); PKS (Unknown),2018.0,10.1016/j.ijfoodmicro.2017.12.028,5,1,1,3,1
M4-FUNG-0488,BGC0002607,Aspergillus westerdijkiae,ochratoxin A,NRPS (Type I); PKS (Unknown),2018.0,10.1016/j.ijfoodmicro.2017.12.028,5,1,1,3,1
M4-FUNG-0489,BGC0002608,Aspergillus steynii,ochratoxin A,NRPS (Type I); PKS (Unknown),2018.0,10.1016/j.ijfoodmicro.2017.12.028,5,1,1,3,1
M4-FUNG-0490,BGC0002609,Aspergillus welwitschiae,ochratoxin A,NRPS (Type I); PKS (Unknown),2016.0,10.3389/fmicb.2016.01412,5,1,1,3,1
M4-FUNG-0491,BGC0002610,Aspergillus stellatus,stellatic acid,terpene (Unknown),2015.0,10.1021/acs.orglett.5b02404,2,2,2,3,1
M4-FUNG-0492,BGC0002611,Aspergillus mulundensis,mulundocandin,NRPS (Type I),2015.0,10.1128/EC.00076-15,6,1,2,5,3
M4-FUNG-0493,BGC0002612,Aspergillus stellatus,anditomin,terpene (Unknown),2014.0,10.1021/ja508127q,8,4,3,5,2
M4-FUNG-0494,BGC0002614,Penicillium shearii,subglutinol A; sesquicillin A; colletotrichin; metarhizin A (MIBiG engineered-product labels),NRPS (Type I); PKS (Unknown),2020.0,10.1038/s41467-020-15664-4,8,6,3,6,4
M4-FUNG-0495,BGC0002615,Penicillium terrestre,4-oxomacrophorin A; macrophorin A; 5'-epimacrophorin B,terpene (Unknown),2017.0,10.1021/acs.orglett.7b02653,3,0,1,2,1
M4-FUNG-0496,BGC0002616,Penicillium roqueforti,mycophenolic acid,PKS (Unknown),2017.0,10.1016/j.fm.2016.10.013,2,0,2,2,1
M4-FUNG-0497,BGC0002617,Penicillium sp. YT-2016,psychrophilin B,NRPS (Type I),2016.0,10.1038/ja.2016.33,1,0,1,2,1
M4-FUNG-0498,BGC0002618,Penicillium crustosum,penitrem A,terpene (Unknown),2015.0,10.3390/toxins7082701,3,0,2,2,1
M4-FUNG-0499,BGC0002619,Penicillium brevicompactum,mycophenolic acid,PKS (Unknown),2015.0,10.1002/cbic.201402600,1,2,1,2,1
M4-FUNG-0500,BGC0002646,Aspergillus hancockii,hancockinone A,PKS (Unknown),2021.0,10.1021/acs.orglett.1c03283,2,2,2,2,1
M4-FUNG-0501,BGC0002651,Rosellinia necatrix,sordaricin B (MIBiG label; product nomenclature/provenance uncertain),terpene (Unknown),2022.0,10.26434/chemrxiv-2022-dst89,2,2,2,3,2
M4-FUNG-0502,BGC0002655,Paramyrothecium roridum,halovir I; halovir J; halovir K,NRPS (Type I),2022.0,10.1038/s41429-022-00517-7,1,3,2,3,2
M4-FUNG-0503,BGC0002658,Sarocladium oryzae,M-deoxyakanthomycin; P-deoxyakanthomycin,NRPS (Type I); PKS (Unknown),2022.0,10.1021/jacs.2c02288,6,4,3,4,3
M4-FUNG-0504,BGC0002664,Xylaria sp. 218_066,xylaroamide A,NRPS (Type I),2022.0,10.1021/acs.jnatprod.1c01108,2,1,2,3,2
M4-FUNG-0505,BGC0002670,Fusarium oxysporum f. sp. lycopersici 4287,fosfonochlorin,other (other),2022.0,10.1002/cbic.202100352,4,4,3,3,2
M4-FUNG-0506,BGC0002707,Coniophora puteana RWD-64-598 SS2,(+)-δ-cadinol,terpene (Unknown),2022.0,10.1186/s12934-022-01791-8,2,2,2,3,2
M4-FUNG-0507,BGC0002708,Coniophora puteana RWD-64-598 SS2,(+)-δ-cadinol,terpene (Unknown),2022.0,10.1186/s12934-022-01791-8,1,2,3,3,2
M4-FUNG-0508,BGC0002709,Fusarium graminearum PH-1,aurofusarin,PKS (Unknown),2006.0,10.1111/j.1365-2958.2006.05295.x,6,3,3,3,2
M4-FUNG-0509,BGC0002710,Metarhizium robertsii ARSEF 23,metachelin C; metachelin A; metachelin A-CE; metachelin B; dimerumic acid 11-mannoside; dimerumic acid,NRPS (Type I),2021.0,10.3389/fmicb.2021.783609,3,3,3,3,2
M4-FUNG-0510,BGC0002726,Bipolaris sorokiniana,4-chloropinselin; pinselin; chloromonilinic acid B; chloromonilinic acid D; 4-hydroxyvertixanthone,PKS (Unknown),2019.0,10.1007/s00253-019-09821-z,2,2,2,3,2
M4-FUNG-0511,BGC0002727,Neonectria sp. DH2,ilicicolin H,NRPS (Type I); PKS (Unknown),2019.0,10.3390/molecules24122267,5,2,2,2,1
M4-FUNG-0512,BGC0002728,Aspergillus aculeatus ATCC 16872,aculene A,NRPS (Type I); terpene (Unknown),2019.0,10.1002/anie.201910200,7,4,4,4,2
M4-FUNG-0513,BGC0002729,Neurospora crassa OR74A,sordarial,PKS (Unknown),2019.0,10.1021/acs.jnatprod.8b00983,7,3,3,4,2
M4-FUNG-0514,BGC0002730,Penicillium brasilianum HBU-136,spirotryprostatin G,NRPS (Type I),2019.0,10.3390/md17090514,4,4,2,4,1
M4-FUNG-0515,BGC0002731,Aspergillus nanangensis,nanangenine A,PKS (Unknown),2019.0,10.3762/bjoc.15.256,3,3,2,3,2
M4-FUNG-0516,BGC0002734,Aspergillus terreus NIH2624,"2,4-dihydroxy-5,6-dimethylbenzaldehyde",PKS (Unknown),2014.0,10.1016/j.chembiol.2013.12.005,2,2,3,3,1
M4-FUNG-0517,BGC0002736,Aspergillus terreus NIH2624,preaspterpenacid I,terpene (Unknown),2021.0,10.1021/acs.orglett.1c01361,2,2,2,3,2
M4-FUNG-0518,BGC0002745,Penicillium polonicum,verrucosidin,PKS (Unknown),2021.0,10.3389/fmicb.2021.660871,6,2,4,5,3
M4-FUNG-0519,BGC0002746,Dendrothele bispora CBS 962.96,dendrothelin A,RiPP,2021.0,10.1038/s41598-021-83106-2,3,2,4,5,3
M4-FUNG-0520,BGC0002747,Lentinula edodes,lentinulin A,RiPP,2021.0,10.1038/s41598-021-83106-2,3,2,4,5,3
M4-FUNG-0521,BGC0002749,Aspergillus candidus CBS 102.13,aspcandine,NRPS (Type VI); PKS (Type I),2022.0,10.1021/acs.orglett.2c01918,3,2,4,5,3
M4-FUNG-0522,BGC0002758,Aspergillus nidulans FGSC A4,azanidulone; anhydrosepedonin; antibiotic C; tripyrnidone; DHMBA,PKS (Type I),2022.0,10.3389/ffunb.2021.777474,6,6,5,6,4
M4-FUNG-0523,BGC0002759,Penicillium bialowiezense CBS 227.28,brevione E,terpene (sesquiterpene) + iterative type-I PKS,2022.0,10.1002/anie.202210938,8,4,3,5,3
M4-FUNG-0524,BGC0002812,Colletotrichum higginsianum IMI 349063,colletochlorin A family; reconstructed products include colletochlorins B/D and colletorins,PKS (Type I); terpene (Monoterpene),2023.0,10.1016/j.ymben.2023.10.002,4,8,4,5,4
M4-FUNG-0525,BGC0002845,Aspergillus fumigatus Af293,sartorypyrone A; sartorypyrone D; sartorypyrone F; sartorypyrone G,PKS (Type I); terpene (Diterpene),2023.0,10.1039/D3SC02226A,6,8,6,6,4
M4-FUNG-0526,BGC0002847,Metarhizium robertsii ARSEF23,olivetolic acid,PKS (Type I),2021.0,10.1021/acssynbio.1c00309,3,4,2,4,2
M4-FUNG-0527,BGC0002848,Aspergillus duricaulis CBS 481.65,"CJ-20,557; duricamidepside",PKS (Type I),2022.0,10.1021/jacs.2c08585,2,2,3,3,1
M4-FUNG-0528,BGC0002849,Aspergillus luteorubrus MST-FP2246,luteodienoside A; luteodiene A,PKS (Type II highly reducing),2024.0,10.1039/d3sc05008d,5,3,4,5,2
M4-FUNG-0529,BGC0002852,Pestalotiopsis sp. BRIP 39872,"new 3,6-dialkyl-α-pyrone",NRPS (Type I); PKS (Type I),2024.0,10.1016/j.tetlet.2023.154865,1,2,1,4,1
M4-FUNG-0530,BGC0002855,Aspergillus striatus ATCC 64988,emindole SA,terpene (Diterpene),2023.0,10.1021/jacs.2c11170,4,1,1,3,1
M4-FUNG-0531,BGC0002864,Ovatospora sp. SCSIO SY280D,mollicellin Z; mollicellin Z1,PKS (Type I),2023.0,10.1021/acs.jnatprod.3c00609,6,2,2,4,1
M4-FUNG-0532,BGC0002867,Penicillium meliponae MMSRG-058,sclerotiorin; geumsanol B; chlorogeumsanol B; 7-deacetylisochromophilone VI; isochromophilone VI; ochrephilone; isorotiorin,PKS (Type I),2023.0,10.1007/s00203-023-03414-1,2,7,3,3,1
M4-FUNG-0533,BGC0002872,Curvularia lunata ATCC 74067,zaragozic acid A; L-731.120,PKS (Type I),2017.0,10.1021/acs.orglett.7b01534,8,2,5,4,3
M4-FUNG-0534,BGC0002874,Cladonia metacorallifera KoLRI002260,cristazarin,PKS (Type I),2023.0,10.1371/journal.pone.0287559,9,1,5,3,1
M4-FUNG-0535,BGC0002876,Aspergillus desertorum CBS 653.73,emindole DA,terpene (Diterpene),2023.0,10.1021/jacs.2c11170,5,2,2,4,1
M4-FUNG-0536,BGC0002877,Cordyceps militaris CM01,cordypyrone A,PKS (Type I),2021.0,10.1038/s41429-021-00478-3,3,2,2,4,3
M4-FUNG-0537,BGC0002883,Cladonia macilenta KoLRI003786,biruloquinone,PKS (Type I),2021.0,10.3390/jof7050398,1,1,2,3,1
M4-FUNG-0538,BGC0002884,Aspergillus nidulans FSGC A1145,ferricrocin,NRPS (Type I),2023.0,10.1038/s41467-023-38484-8,3,2,3,4,1
M4-FUNG-0539,BGC0002887,Colletotrichum graminicola M1.001,radicicol (monorden),PKS (Type I),2016.0,10.1186/s12864-016-2546-0,5,4,2,3,1
M4-FUNG-0540,BGC0002891,Arthrinium sp. NF2194,arthripenoid C,PKS (aromatic) + sesquiterpene,2018.0,10.1002/anie.201804317,8,3,4,5,2
M4-FUNG-0541,BGC0002904,Aspergillus welwitschiae,fumonisin B2,PKS (Type I),2014.0,10.1016/j.fgb.2014.09.009,3,2,3,4,2
M4-FUNG-0542,BGC0002905,Taiwanofungus camphoratus S27,(-)-antrocin,terpene (Sesquiterpene),2023.0,10.1002/anie.202215566,3,4,3,5,2
M4-FUNG-0543,BGC0002911,Pestalotiopsis fici W106-1,naringenin,NRPS (Type I); PKS (Type I),2022.0,10.1038/s41467-022-34150-7,1,2,4,5,1
M4-FUNG-0544,BGC0002930,Penicillium arizonense IBT 12289,austalide F / 6'-O-demethyl-dihydroaustalide K pathway series,PKS (aromatic); terpene (sesquiterpene),2023.0,10.1098/rstb.2022.0037,8,8,5,7,2
M4-FUNG-0545,BGC0002933,Albophoma yamanashiensis (Tolypocladium album) FO-254,prelecanindole,terpene (Diterpene),2023.0,10.1021/acs.orglett.3c02412,5,6,4,6,3
M4-FUNG-0546,BGC0002936,Umbilicaria deusta,gyrophoric acid,PKS (Type I),2022.0,10.1128/spectrum.00109-22,1,4,3,6,2
M4-FUNG-0547,BGC0002938,Fusarium graminearum F15,3-acetyldeoxynivalenol (3-ADON),terpene (Sesquiterpene),2003.0,10.1016/S0014-5793(03)00208-4,0,0,0,0,0
M4-FUNG-0548,BGC0002953,Annulohypoxylon moriforme CBS 123579,11'-O-desmethyl fendlerol,PKS (Type I); terpene (Sesquiterpene),2024.0,10.1039/D3SC06001B,0,0,0,0,0
M4-FUNG-0549,BGC0002956,Colletotrichum orbiculare 104-T (MAFF 240422),betaestacin I,terpene (Sesterterpene),2018.0,10.1016/j.tetlet.2018.02.022,0,0,0,0,0
M4-FUNG-0550,BGC0002966,Aspergillus luteorubrus MST-FP2246,luteodienoside A,PKS (Type I),2024.0,10.1039/d3sc05008d,0,0,0,0,0
M4-FUNG-0551,BGC0002970,Penicillium crustosum PRB-2,xylariolide D,PKS (Type I),2022.0,10.3390/jof8050493,0,0,0,0,0
M4-FUNG-0552,BGC0002971,Fusarium graminearum PH-1,Fugralin A,PKS (Type I),2023.0,10.3389/ffunb.2023.1264366,0,0,0,0,0
M4-FUNG-0553,BGC0002980,Aspergillus fumigatus A1163,sphingofungin B,PKS (Type I),2022.0,10.1021/acschembio.1c00839,0,0,0,0,0
M4-FUNG-0554,BGC0002984,Dactylonectria alcacerensis CT-6,Brefeldin A,PKS (Type I),2023.0,10.3390/microorganisms11040968,0,0,0,0,0
M4-FUNG-0555,BGC0002985,Paramyrothecium sp. XJ0827,xylomyrocin A,NRPS (Type I),2022.0,10.1073/pnas.2123379119,0,0,0,0,0
M4-FUNG-0556,BGC0002987,Fusarium scirpi CGMCC 3.3656,scirpilin A,PKS (Type I),2024.0,10.1016/j.cclet.2023.108968,0,0,0,0,0
M4-FUNG-0557,BGC0002993,Penicillium oxalicum MEFC104,Oxopyrrolidine A,NRPS (Type I); PKS (Type I),2022.0,10.3390/md20080523,3,2,2,3,1
M4-FUNG-0558,BGC0002995,Penicillium soppii CBS 869.70,cycloaspeptide A,NRPS (Type I),2018.0,10.1039/C8SC00717A,2,2,3,3,1
M4-FUNG-0559,BGC0002996,Penicillium palitans NRRL 2033,viridicatol,NRPS (Type I),2022.0,10.1021/acs.orglett.1c03932,2,3,1,3,1
M4-FUNG-0560,BGC0002998,Neonectria discophora SNB-CN63,ilicicolinal,PKS (Type I),2022.0,10.1038/s41598-022-22256-3,1,2,1,3,1
M4-FUNG-0561,BGC0002999,Penicillium roqueforti FM164,"(2S,9S)-annullatin D",PKS (Type I),2022.0,10.1021/acs.orglett.2c02438,1,1,1,3,1
M4-FUNG-0562,BGC0003006,Cephalotrichum gorgonifer NG_p51,Rasfonin,PKS (Type I),2023.0,10.1186/s40694-023-00158-x,1,1,1,3,1
M4-FUNG-0563,BGC0003011,Phaeosphaeriaceae sp. CF-150626,Eupenifeldin,PKS (Type I); terpene (Sesquiterpene),2020.0,10.1002/anie.202009914,6,2,1,3,1
M4-FUNG-0564,BGC0003013,Aspergillus sp. SCSIO SX7S7,nornidulin,PKS (Type I),2023.0,10.1016/j.apsb.2023.05.036,5,2,1,3,1
M4-FUNG-0565,BGC0003017,Macrophomina phaseolina MS6,Macrollin A,NRPS (Type I); PKS (Type I),2021.0,10.1021/acs.jafc.1c05304,1,2,2,2,1
M4-FUNG-0566,BGC0003018,Penicillium sclerotiorum SNB-CN111,sclerotiorin,PKS (Type I),2022.0,10.1038/s41598-022-22256-3,1,2,1,3,1
M4-FUNG-0567,BGC0003024,Aspergillus fumigatus Af293,fumicicolin A,NRPS (other),2022.0,10.1038/s41467-022-32394-x,1,4,2,3,2
M4-FUNG-0568,BGC0003028,Penicillium crustosum PRB-2,terrestric acid,NRPS (Type I); PKS (Type II highly reducing),2019.0,10.1021/acs.orglett.9b04002,2,4,2,3,1
M4-FUNG-0569,BGC0003032,Penicillium soppii Okera-1 / IBT 18220,soppiline A,PKS (Type I),2019.0,10.1039/C9OB00807A,3,3,1,3,2
