dossier_id,mibig_accession,source_database,mibig_version,organism_key,organism_name,strain_primary_key,strain_primary_raw,ncbi_taxon_id,primary_sequence_accession,reported_start_bp,reported_end_bp,reported_length_bp,reported_bgc_boundary,mibig_bgc_class_raw,refined_bgc_class_raw,product_family_raw,primary_product_raw,chemical_class_raw,biological_role_raw,primary_reference_doi,primary_reference_year,source_sheet_title
M4-FUNG-0316,BGC0002154 v2,MIBiG,,NCBITAXON:242507,Pyricularia oryzae 70-15,,,242507,,,,,,nonreducing PKS DHN-melanin pathway,,,"1,3,6,8-tetrahydroxynaphthalene and DHN-melanin pathway products",,"Melanin is required for appressorium function/virulence and contributes to conidial resistance to UV, oxidative and freezing stress; some conidiation effects are strain dependent.",,,Fungal BGC Dossier — M4-FUNG-0316 / BGC0002154
M4-FUNG-0317,BGC0002155 v3,MIBiG,,NCBITAXON:242507,Pyricularia oryzae 70-15,,,242507,,,,,,iterative type I PKS plus O-methyltransferase alpha-pyrone pathway,,,nectriapyrone; nectriapyrone C; nectriapyrone D and related analogs,,Nectriapyrones can show antibacterial activity in the broader literature; a definitive ecological/virulence role for this exact P. oryzae locus is NF.,,,Fungal BGC Dossier — M4-FUNG-0317 / BGC0002155
M4-FUNG-0318,BGC0002156 v2,MIBiG,,NCBITAXON:1156157,Fulvia fulva CBS 131901 (syn. Cladosporium fulvum),,,1156157,,,,,,nonreducing PKS DHN-melanin pathway,,,"1,3,6,8-tetrahydroxynaphthalene; DHN melanin",,"DHN melanin controls pigmentation; Δcfpks1 mutants remained virulent on tomato, arguing against a major pathogenicity requirement under tested conditions.",,,Fungal BGC Dossier — M4-FUNG-0318 / BGC0002156
M4-FUNG-0319,BGC0002157 v2,MIBiG,,NCBITAXON:5059,Aspergillus flavus,,,5059,,,,,,NRPS diketopiperazine alkaloid pathway with P450 oxidative cyclization/dimerization,,,(-)-ditryptophenaline,,Ditryptophenaline has substance-P receptor activity in the literature; ecological role of the locus in A. flavus is NF.,,,Fungal BGC Dossier — M4-FUNG-0319 / BGC0002157
M4-FUNG-0320,BGC0002158 v2,MIBiG,,NCBITAXON:242507,Pyricularia oryzae 70-15,,,242507,,,,,,unusual NRPS-PKS hybrid tetramic-acid pathway,,,tenuazonic acid,,"TAS1 deletion does not reduce virulence, but constitutive TAS1 expression suppresses infection and native TAS1 expression changes with infection stage, indicating timing rather than simple necessity.",,,Fungal BGC Dossier — M4-FUNG-0320 / BGC0002158
M4-FUNG-0321,BGC0002159 v3,MIBiG,,NCBITAXON:240176,Coprinopsis cinerea okayama7#130,,,240176,,,,,,cuparene-type sesquiterpene pathway with P450 oxidation network,,,lagopodin B; lagopodin A and oxidized pathway products,,"Lagopodin B inhibits several Gram-positive bacteria including B. subtilis but not tested Gram-negative bacteria, supporting an inducible antibacterial interaction role.",,,Fungal BGC Dossier — M4-FUNG-0321 / BGC0002159
M4-FUNG-0322,BGC0002161 v2,MIBiG,,NCBITAXON:1229662,Pestalotiopsis fici W106-1,,,1229662,,,,,,nonreducing PKS DHN-melanin pathway,,,"scytalone; 1,3,8-trihydroxynaphthalene (T3HN); DHN melanin",,"DHN melanin is required for normal multicellular conidial pigmentation, adherence/cell-wall development and structural maturation.",,,Fungal BGC Dossier — M4-FUNG-0322 / BGC0002161
M4-FUNG-0323,BGC0002162,MIBiG,3,NCBITAXON:331117,Aspergillus fischeri NRRL 181,,,331117,DS027698.1,,,,DS027698.1:2485363-2490827,terpene (Unknown),sesterterpene pathway centered on bifunctional prenyltransferase-terpene cyclase plus P450,sesterfisherol/sesterfisheric-acid sesterterpenes,"sesterfisherol; sesterfisheric acid; compounds 5, 6, 7a, 8",polycyclic sesterterpenes,NF for a demonstrated native ecological role,,,Fungal BGC Dossier — M4-FUNG-0323 / BGC0002162
M4-FUNG-0324,BGC0002163,MIBiG,3,NCBITAXON:1028729,Fusarium pseudograminearum CS3096,,,1028729,CM003200.1,,,,CM003200.1:7244202-7253668,other (other),fungal cytokinin biosynthetic cluster centered on IPT–LOG fusion and P450,Fusarium cytokinins,fusatin; fusatinic acid; 8-oxo-fusatin; 8-oxo-isopentenyladenine,purine-derived cytokinin mimics,plant-hormone mimicry; activates cytokinin signalling and reprograms host transcription,,,Fungal BGC Dossier — M4-FUNG-0324 / BGC0002163
M4-FUNG-0325,BGC0002164,MIBiG,2,NCBITAXON:35717,Epichloë festucae,,,35717,AB205145.1,,,,AB205145.1:14489-22810,NRPS (Type I),two-module peramine NRPS pathway,peramine,peramine,pyrrolopyrazine nonribosomal-peptide-derived alkaloid,insect feeding deterrent that protects the grass–endophyte symbiotum,,,Fungal BGC Dossier — M4-FUNG-0325 / BGC0002164
M4-FUNG-0326,BGC0002165,MIBiG,3,NCBITAXON:321614,Parastagonospora nodorum SN15,,,321614,CH445335.1,,,,CH445335.1:1238225-1260054,PKS (Unknown),fungal polyketide pathway with BBE-like aldolase tailoring,betaenone/stemphyloxin polyketides,betaenone C; probetaenone I; stemphyloxin II; dehydroprobetaenone I; additional recorded congeners,highly oxygenated fungal polyketides with bridged tricyclic scaffold,stemphyloxin II is phytotoxic; direct necessity of this pathway for P. nodorum virulence was not established in the defining study,,,Fungal BGC Dossier — M4-FUNG-0326 / BGC0002165
M4-FUNG-0327,BGC0002167,MIBiG,2,NCBITAXON:332952,Aspergillus flavus NRRL 3357,,,332952,CP059871.1,,,,CP059871.1:1196775-1211873,NRPS (Type I),noncanonical NRPS-like reductive amino-acid dimerization/piperazine pathway,tyrosine-derived piperazine/morpholine metabolites,"actinopolymorphol C; piperazine compounds 1/2; morpholine-containing hemiacetal; N,N-dioxide and sulfonated derivatives; 3-(p-hydroxyphenyl)-1,2-propanediol",NRPS-like amino-acid-derived piperazine/morpholine natural products,NF for a demonstrated native ecological function of the pathway,,,Fungal BGC Dossier — M4-FUNG-0327 / BGC0002167
M4-FUNG-0328,BGC0002168,MIBiG,3,NCBITAXON:1549217,Aspergillus stellatus,,,1549217,MW315913.1,,,,"MW315913.1; full submitted cluster sequence, exact coordinate subrange NA",PKS (Unknown),calbistrin polyketide pathway with single-PKS branch divergence controlled by trans-acting ER/MT,calbistrins / decumbenones,calbistrin A; calbistrin C; decumbenones A/B/C; dioic-acid moiety,bimodular-appearance fungal polyketides composed of decalin and polyene portions,"bioactivities have been reported for calbistrin/decumbenone congeners, but a native ecological role for this A. stellatus locus is NF",,,Fungal BGC Dossier — M4-FUNG-0328 / BGC0002168
M4-FUNG-0329,BGC0002169,MIBiG,3,NCBITAXON:690307,Aspergillus aculeatus ATCC 16872,,,690307,KV878980.1,,,,KV878980.1:937594-982528,NRPS (Type I); PKS (Unknown),split PKS–NRPS hybrid pathway encoded by individually translated core synthases,acurin,acurin A,mixed polyketide–nonribosomal peptide natural product,NF for a demonstrated native ecological role,,,Fungal BGC Dossier — M4-FUNG-0329 / BGC0002169
M4-FUNG-0330,BGC0002170,MIBiG,2,NCBITAXON:1549217,Aspergillus stellatus (current MIBiG mapping),,,1549217,LC492132.1,,,,LC492132.1; exact coordinate subrange NA,PKS (Unknown),highly reducing PKS with intrinsic methyltransferase and no enoylreductase; β-ketolactone-forming pathway,polyenoic β-ketolactones,4-methyl-5-dimethyltetradecahexaene-β-ketolactone; 4-methyl-5-methylheptatriene-β-ketolactone,polyenoic β-ketolactones from a highly reducing PKS,NF for native ecological role,,,Fungal BGC Dossier — M4-FUNG-0330 / BGC0002170
M4-FUNG-0331,BGC0002171,MIBiG,2,NCBITAXON:380704,Aspergillus niger ATCC 1015,,,380704,ACJE01000002.1,,,,ACJE01000002.1:1176150-1183500,NRPS (Type I); PKS (Unknown),single NRPS–NRPKS hybrid megasynthetase α-pyrone pathway,amino-acid-derived α-pyrones,pyrophen; campyrone B,phenylalanine-derived α-pyrone polyketide–peptide hybrids,NF for native ecological role,,,Fungal BGC Dossier — M4-FUNG-0331 / BGC0002171
M4-FUNG-0332,BGC0002172,MIBiG,3,NCBITAXON:229533,Fusarium graminearum PH-1,,,229533,CM000576.1,,,,CM000576.1:6023471-6078385,NRPS (Type I),two-enzyme linear nonribosomal octapeptide assembly line with local transcription-factor control,fg3_54 nonribosomal peptides,fusaoctaxin A; fusatrixin; fusapentaxin,linear nonribosomal peptide; fusaoctaxin A is an octapeptide,fusaoctaxin A is a virulence factor that facilitates cell-to-cell invasion of wheat tissue,,,Fungal BGC Dossier — M4-FUNG-0332 / BGC0002172
M4-FUNG-0333,BGC0002173,MIBiG,2,NCBITAXON:451804,Aspergillus fumigatus A1163,,,451804,DS499598.1,,,,DS499598.1:2415644-2423329 in canonical source; current MIBiG page displays a broader 2405736-2428290 region,saccharide; terpene (Unknown),hopane-type triterpenoid glycoside pathway,fumihopaside hopane-type triterpenoid glycosides,"fumihopaside A; compound 3; 21-β-H-hopane-3beta,22-diol",hopane-type pentacyclic triterpenoid glycoside,fumihopaside A contributes to protection against heat and ultraviolet stress,,,Fungal BGC Dossier — M4-FUNG-0333 / BGC0002173
M4-FUNG-0334,BGC0002174,MIBiG,,NCBITAXON:35717,Epichloe festucae,,,35717,,,,,,NRPS (Type I); ε-poly-L-lysine synthetase system,,,ε-Poly-L-lysine,,antifungal activity against multiple plant pathogens supports a plausible protective endophyte role; field-level contribution remains UNCERTAIN,,,Fungal BGC Dossier — M4-FUNG-0334 / BGC0002174
M4-FUNG-0335,BGC0002175,MIBiG,,NCBITAXON:510516,Aspergillus oryzae RIB40,,,510516,,,,,,PKS (Unknown); spore-pigment polyketide precursor,,,YWA1,,spore-pigment precursor context; direct ecological role of isolated YWA1 in A. oryzae UNCERTAIN,,,Fungal BGC Dossier — M4-FUNG-0335 / BGC0002175
M4-FUNG-0336,BGC0002176,MIBiG,,NCBITAXON:229533,Fusarium graminearum PH-1,,,229533,,,,,,terpene (Unknown); longiborneol/culmorin sesquiterpene pathway,,,culmorin; associated record also lists (+)-juniperol/longiborneol and 15-acetyldeoxynivalenol,,culmorin is a Fusarium secondary metabolite often co-occurring with trichothecenes; independent virulence/toxicity attribution in this record remains UNCERTAIN,,,Fungal BGC Dossier — M4-FUNG-0336 / BGC0002176
M4-FUNG-0337,BGC0002177,MIBiG,,NCBITAXON:1159556,Ustilaginoidea virens,,,1159556,,,,,,PKS (Unknown); bis-naphtho-γ-pyrone polyketides,,,"ustilaginoidins A, D, E, F, G, M, N and O",,mycotoxin/phytotoxic secondary-metabolite family of the rice false-smut pathogen; precise contribution of individual congeners to virulence remains context dependent,,,Fungal BGC Dossier — M4-FUNG-0337 / BGC0002177
M4-FUNG-0338,BGC0002178,MIBiG,,NCBITAXON:229533,Fusarium graminearum PH-1,,,229533,,,,,,NRPS (Type I); bicyclic lipopeptides,,,gramillin A; gramillin B,,maize-specific virulence factor; purified gramillins induce cell death in maize leaves but not wheat,,,Fungal BGC Dossier — M4-FUNG-0338 / BGC0002178
M4-FUNG-0339,BGC0002179,MIBiG,,NCBITAXON:5599,Alternaria alternata,,,5599,,,,,,NRPS (Type I); cyclic tetrapeptide,,,tentoxin,,tentoxin inhibits chloroplast F1-ATPase and causes chlorosis in sensitive plants; exact contribution to disease in this strain remains context dependent,,,Fungal BGC Dossier — M4-FUNG-0339 / BGC0002179
M4-FUNG-0340,BGC0002180,MIBiG,,NCBITAXON:227321,Aspergillus nidulans FGSC A4,,,227321,,,,,,PKS (Unknown); asperlin polyketide pathway,,,"(+)-asperlin; (2Z,4Z,6E)-octa-2,4,6-trienoic acid",,asperlin has reported antibiotic/anti-inflammatory/antitumor bioactivity context; native ecological function in A. nidulans UNCERTAIN,,,Fungal BGC Dossier — M4-FUNG-0340 / BGC0002180
M4-FUNG-0341,BGC0002181,MIBiG,,NCBITAXON:693819,Rhodocybe pseudopiperita,,,693819,,,,,,terpene (Unknown); diterpene antibiotic,,,pleuromutilin,,pleuromutilin is the scaffold of a clinically important ribosome-targeting antibiotic class; native fungal ecological role UNCERTAIN,,,Fungal BGC Dossier — M4-FUNG-0341 / BGC0002181
M4-FUNG-0342,BGC0002182,MIBiG,,NCBITAXON:29875,Trichoderma virens,,,29875,,,,,,other (other); steroidal/furanosteroid secondary-metabolite pathway,,,viridin,,viridin has antifungal and pharmacological/PI3K-inhibitory context; specific native biocontrol contribution of this retired locus remains UNCERTAIN,,,Fungal BGC Dossier — M4-FUNG-0342 / BGC0002182
M4-FUNG-0343,BGC0002183,MIBiG,,NCBITAXON:49331,Wickerhamiella pararugosa,,,49331,,,,,,MIBiG: NRPS (Type I); functionally a horizontally acquired bacterial-type enterobactin operon,,,enterobactin,,iron scavenging and microbial competition are strongly supported pathway functions; exact ecological benefit in W. pararugosa is plausible but not assigned beyond the evidence,,,Fungal BGC Dossier — M4-FUNG-0343 / BGC0002183
M4-FUNG-0344,BGC0002184,MIBiG,,NCBITAXON:344612,Aspergillus clavatus NRRL 1,,,344612,,,,,,terpene (Unknown); sesterterpene pathway,,,ophiobolin C; zizanin-A (historical MIBiG labels); directly validated core product ophiobolin F,,ophiobolins are phytotoxic/bioactive sesterterpenes; direct ecological role of this retired A. clavatus locus remains UNCERTAIN,,,Fungal BGC Dossier — M4-FUNG-0344 / BGC0002184
M4-FUNG-0345,BGC0002185,MIBiG,,NCBITAXON:5081 (canonical source genus-level taxon),Penicillium sp. sh18; canonical source lists Penicillium sp.,,,5081 (canonical source genus-level taxon),,,,,,PKS (Unknown); chain-fused fungal polyketide,,,gregatin A,,"natural-product bioactivity context exists, but native ecological role of gregatin A in Penicillium sp. sh18 is UNCERTAIN",,,Fungal BGC Dossier — M4-FUNG-0345 / BGC0002185
M4-FUNG-0346,BGC0002186,MIBiG,,NCBITAXON:229533,Fusarium graminearum PH-1,,,229533,,,,,,NRPS (Type I); PKS (Unknown); lipopeptide hybrid pathway,,,fusaristatin A,,lipopeptide secondary metabolite; specific virulence or ecological requirement in F. graminearum remains UNCERTAIN,,,Fungal BGC Dossier — M4-FUNG-0346 / BGC0002186
M4-FUNG-0347,BGC0002187,MIBiG,,NCBITAXON:1380566,Pochonia chlamydosporia 170,,,1380566,,,,,,PKS (Unknown); radicicol/resorcylic acid lactone family,,,"monorden D; monocillin II, IV, V, VI, VII; pochonin M",,"antibacterial activity supports possible biocontrol relevance, but a causal role of this candidate BGC in P. chlamydosporia ecology is UNCERTAIN",,,Fungal BGC Dossier — M4-FUNG-0347 / BGC0002187
M4-FUNG-0348,BGC0002188,MIBiG,,NCBITAXON:1028729,Fusarium pseudograminearum CS3096,,,1028729,,,,,,NRPS (Type I); PKS (Unknown); hybrid lipopeptide pathway,,,W493 A; W493 B,,nonribosomal lipopeptide secondary metabolites; specific role in cereal pathogenicity or ecology remains UNCERTAIN,,,Fungal BGC Dossier — M4-FUNG-0348 / BGC0002188
M4-FUNG-0349,BGC0002189,MIBiG,,NCBITAXON:1318459,Fusarium pseudograminearum CS5834 in canonical source; defining paper refers to C5834,,,1318459,,,,,,NRPS (Type I) in MIBiG; functionally homologous fusaristatin hybrid pathway context,,,fusaristatin A,,secondary-metabolite variation linked to recent cluster loss/retention; direct contribution to crown-rot virulence remains UNCERTAIN,,,Fungal BGC Dossier — M4-FUNG-0349 / BGC0002189
M4-FUNG-0350,BGC0002190,MIBiG,,NCBITAXON:857340,Acremonium chrysogenum ATCC 11550,,,857340,,,,,,PKS (Unknown); sorbicillinoid polyketide pathway,,,"sorbicillin-family sorbicillinoids including sorbicillin, sorbicillinol, oxosorbicillinol and dimeric derivatives",,yellow-pigment secondary-metabolite programme; specific ecological role in A. chrysogenum remains UNCERTAIN,,,Fungal BGC Dossier — M4-FUNG-0350 / BGC0002190
M4-FUNG-0351,BGC0002191,MIBiG,,NCBITAXON:229533,Fusarium graminearum PH-1,,,229533,,,,,,PKS (Unknown); stand-alone α-pyrone PKS programme,,,"prolipyrone B; gibepyrone D in MIBiG; overexpression also yields gibepyrones A, B and G",,cryptic α-pyrone secondary metabolism; ecological role remains UNCERTAIN,,,Fungal BGC Dossier — M4-FUNG-0351 / BGC0002191
M4-FUNG-0352,BGC0002192,MIBiG,,NCBITAXON:1813822,fungal sp. No.14919; species unresolved in canonical source,,,1813822,,,,,,PKS (Unknown); natural statin pathway,,,FR901512,,potent HMG-CoA-reductase-inhibiting natural statin; native ecological role in unresolved fungal strain 14919 remains UNCERTAIN,,,Fungal BGC Dossier — M4-FUNG-0352 / BGC0002192
M4-FUNG-0353,BGC0002193,MIBiG,,NCBITAXON:341663,Aspergillus terreus NIH2624,,,341663,,,,,,MIBiG other (other); NRPS-like A-T-TE enzyme pathway,,,phenguignardic acid,,phenguignardic acid has reported non-host-specific phytotoxicity; native ecological function in A. terreus NIH2624 remains UNCERTAIN,,,Fungal BGC Dossier — M4-FUNG-0353 / BGC0002193
M4-FUNG-0354,BGC0002194,MIBiG,,NCBITAXON:105696,Epicoccum nigrum,,,105696,,,,,,PKS (Unknown); glycosylated 2-pyrone polyketide,,,epipyrone A (orevactaene),,broad-spectrum antifungal pigment/exudate; causal ecological contribution of this exact BGC to competitive fitness remains UNCERTAIN,,,Fungal BGC Dossier — M4-FUNG-0354 / BGC0002194
M4-FUNG-0355,BGC0002195,MIBiG,,NCBITAXON:510516,Aspergillus oryzae RIB40,,,510516,,,,,,other (other); kojic-acid pathway,,,kojic acid,,secreted chelating secondary metabolite with industrial food/cosmetic relevance; native ecological function remains broader than the direct cluster evidence,,,Fungal BGC Dossier — M4-FUNG-0355 / BGC0002195
M4-FUNG-0356,BGC0002196,MIBiG,,NCBITAXON:36656,Penicillium crustosum,,,36656,,,,,,PKS (Unknown); aromatic polyketide building-block pathway,,,clavatol,,clavatol is a pathway building block for mixed-cluster peniphenone/penilactone chemistry; independent ecological role of clavatol is UNCERTAIN,,,Fungal BGC Dossier — M4-FUNG-0356 / BGC0002196
M4-FUNG-0357,BGC0002197,MIBiG,,NCBITAXON:36656,Penicillium crustosum,,,36656,,,,,,NRPS (Type I); PKS (Unknown); PKS-NRPS hybrid γ-butyrolactone pathway,,,terrestric acid,,terrestric acid serves as a precursor reservoir for γ-butyrolactone-containing mixed-cluster products; independent ecological role remains UNCERTAIN,,,Fungal BGC Dossier — M4-FUNG-0357 / BGC0002197
M4-FUNG-0358,BGC0002198,MIBiG,,NCBITAXON:2081996,Aspergillus terreus var. terreus,,,2081996,,,,,,NRPS (Type I); kynurenine-incorporating benzazepine/benzodiazepine alkaloid pathway,,,nanangelenin B; terreazepine,,novel secondary-metabolite scaffold; native ecological function in A. terreus remains UNCERTAIN,,,Fungal BGC Dossier — M4-FUNG-0358 / BGC0002198
M4-FUNG-0359,BGC0002199,MIBiG,,NCBITAXON:2582783,Aspergillus nanangensis,,,2582783,,,,,,other (other) in MIBiG; NRPS-centered benzazepine alkaloid pathway,,,nanangelenin A,,rare benzazepine natural-product scaffold with pharmaceutical-interest chemistry; native ecological function remains UNCERTAIN,,,Fungal BGC Dossier — M4-FUNG-0359 / BGC0002199
M4-FUNG-0360,BGC0002200,MIBiG,,NCBITAXON:240499,Calcarisporium arbuscula,,,240499,,,,,,PKS (Unknown); highly reduced polyketide α-pyrone pathway,,,"aurovertin A, D, E, J and M in MIBiG; aurovertin E mechanistically reconstructed",,aurovertins are potent ATP-synthase inhibitors; direct ecological role of the pathway in C. arbuscula remains UNCERTAIN,,,Fungal BGC Dossier — M4-FUNG-0360 / BGC0002200
M4-FUNG-0361,BGC0002201,MIBiG,,NCBITAXON:930091,Bipolaris victoriae FI3; defining paper uses historical Cochliobolus victoriae nomenclature,,,930091,,,,,,ribosomal (RiPP); highly modified cyclic hexapeptide,,,victorin,,host-selective toxin essential for pathogenicity on susceptible oat cultivars carrying crown-rust resistance-associated susceptibility,,,Fungal BGC Dossier — M4-FUNG-0361 / BGC0002201
M4-FUNG-0362,BGC0002202,MIBiG,,NCBITAXON:930091,Bipolaris victoriae FI3; historical Cochliobolus victoriae in defining literature,,,930091,,,,,,ribosomal (RiPP); multicopy/dispersed victorin programme,,,victorin,,victorin is a host-selective virulence determinant on susceptible oats; BGC0002202 itself is not assigned an independent phenotypic effect,,,Fungal BGC Dossier — M4-FUNG-0362 / BGC0002202
M4-FUNG-0363,BGC0002203,MIBiG,,NCBITAXON:655819,Beauveria bassiana ARSEF 2860,,,655819,,,,,,NRPS (Type I); PKS (Unknown); other (other); cyclodepsipeptide pathway,,,beauverolide Ba; beauverolide Ka; beauverolide Ca,,"beauveriolides may contribute to entomopathogenic virulence in a host-dependent manner, but are not universally required across insect species",,,Fungal BGC Dossier — M4-FUNG-0363 / BGC0002203
M4-FUNG-0364,BGC0002204,MIBiG,,NCBITAXON:41900,Aspergillus flavipes; defining study strain CNL-338,,,41900,,,,,,PKS (Unknown); NRPS (Type I); leucine-containing cytochalasan pathway,,,flavichalasine F; flavichalasine G; aspochalasin C; aspochalasin E; aspochalasin M; TMC-169; aspergillin PZ,,cytochalasans are cytotoxic actin-modulating metabolites; direct ecological role of this exact ffs cluster in A. flavipes remains UNCERTAIN,,,Fungal BGC Dossier — M4-FUNG-0364 / BGC0002204
M4-FUNG-0365,BGC0002205,MIBiG,,NCBITAXON:321614,Parastagonospora nodorum SN15,,,321614,,,,,,PKS (Unknown); NRPS (Type I); PKS-NRPS cytochalasan pathway,,,phomacin D; phomacin E,,phytotoxic cytochalasans contribute directly to virulence on wheat and show potentially monocot-specific antigerminative activity,,,Fungal BGC Dossier — M4-FUNG-0365 / BGC0002205
M4-FUNG-0366,BGC0002206,MIBiG,,NCBITAXON:1491466,Trichoderma guizhouense,,,1491466,,,,,,PKS (Unknown); azaphilone pathway with two cluster PKSs,,,harziphilone; t22azaphilone; isoharziphilone-1; isoharziphilone-2; compound 4; compound 1 (trigazaphilone family),,self-protective antioxidant defence that complements H2O2-mediated mycoparasitic attack; direct antifungal toxicity of the trigazaphilones was not supported,,,Fungal BGC Dossier — M4-FUNG-0366 / BGC0002206
M4-FUNG-0367,BGC0002207,MIBiG,,NCBITAXON:93625,Psilocybe cyanescens,,,93625,,,,,,other (other); tryptophan-derived indole alkaloid pathway,,,psilocybin,,the study proposed a possible ecological advantage in dung and late wood-decay niches through effects on mycophagous/wood-eating invertebrates; this remains an evolutionary ecological hypothesis rather than direct causal proof,,,Fungal BGC Dossier — M4-FUNG-0367 / BGC0002207
M4-FUNG-0368,BGC0002208,MIBiG,,NCBITAXON:40382,Aspergillus ustus,,,40382,,,,,,NRPS (Type I); anthranilate-containing oxepinamide pathway,,,oxepinamide F,,natural-product scaffold with unusual enzymology; native ecological function of oxepinamide F in A. ustus remains UNCERTAIN,,,Fungal BGC Dossier — M4-FUNG-0368 / BGC0002208
M4-FUNG-0369,BGC0002209,MIBiG,,NCBITAXON:40382,Aspergillus ustus,,,40382,,,,,,PKS (Unknown); phenethyl polyketide pathway,,,ustethylin A,,secondary-metabolite phenethyl scaffold; native ecological function of ustethylin A remains UNCERTAIN,,,Fungal BGC Dossier — M4-FUNG-0369 / BGC0002209
M4-FUNG-0370,BGC0002210,MIBiG,,NCBITAXON:657443,Aspergillus violaceofuscus CBS 115571,,,657443,,,,,,PKS (Unknown); NRPS (Type I); PKS-NRPS pyranonigrin-related pathway,,,pyranoviolin A,,new pyranonigrin-family metabolite; native ecological function remains UNCERTAIN,,,Fungal BGC Dossier — M4-FUNG-0370 / BGC0002210
M4-FUNG-0371,BGC0002211,MIBiG,,NCBITAXON:1460663,Paraphaeosphaeria sporulosa,,,1460663,,,,,,PKS (Unknown),,,HEx-pks1 polyketide,,NA/UNCERTAIN for native ecology because the defining evidence is heterologous discovery rather than a P. sporulosa phenotype,,,Fungal BGC Dossier — M4-FUNG-0371 / BGC0002211
M4-FUNG-0372,BGC0002212,MIBiG,,NCBITAXON:1381753,Moniliophthora roreri MCA 2997,,,1381753,,,,,,PKS (Unknown); orsellinic-acid polyketide pathway,,,orsellinic acid,,UNCERTAIN in M. roreri; the HEx experiment establishes biosynthetic product identity rather than pathogen phenotype or ecological role,,,Fungal BGC Dossier — M4-FUNG-0372 / BGC0002212
M4-FUNG-0373,BGC0002213,MIBiG,,NCBITAXON:741275,Punctularia strigosozonata HHB-11173 SS5,,,741275,,,,,,PKS (Unknown); basidiomycete polyketide pathway,,,"HEx-pks16 polyketide; defining study compounds 7 and 8, novel N,S-bis-acylated amino acids",,UNCERTAIN; HEx reveals biosynthetic capacity but provides no direct ecological or physiological function in P. strigosozonata,,,Fungal BGC Dossier — M4-FUNG-0373 / BGC0002213
M4-FUNG-0374,BGC0002214,MIBiG,,ORG_6e8172f57e08,,,,,,,,,,,,,,,native ecological/physiological role UNCERTAIN,,,Fungal BGC Dossier — M4-FUNG-0374 / BGC0002214
M4-FUNG-0375,BGC0002215,MIBiG,,ORG_21b49e6f1695,,,,,,,,,,,,,,,native ecological function UNCERTAIN,,,Fungal BGC Dossier — M4-FUNG-0375 / BGC0002215
M4-FUNG-0376,BGC0002216,MIBiG,,ORG_c6017f90d7b0,,,,,,,,,,,,,,,native biological role UNCERTAIN,,,Fungal BGC Dossier — M4-FUNG-0376 / BGC0002216
M4-FUNG-0377,BGC0002218,MIBiG,,ORG_b22b5ba9a6f7,,,,,,,,,,,,,,,cyathane scaffold biosynthesis direct; native ecological role UNCERTAIN,,,Fungal BGC Dossier — M4-FUNG-0377 / BGC0002218
M4-FUNG-0378,BGC0002219,MIBiG,,ORG_d85b59831717,,,,,,,,,,,,,,,establishes fungal cembrane diterpene biosynthetic capacity; native ecological role UNCERTAIN,,,Fungal BGC Dossier — M4-FUNG-0378 / BGC0002219
M4-FUNG-0379,BGC0002220,MIBiG,,ORG_72fc323b1874,,,,,,,,,,,,,,,core diterpene scaffold formation direct; ecological role UNCERTAIN,,,Fungal BGC Dossier — M4-FUNG-0379 / BGC0002220
M4-FUNG-0380,BGC0002221,MIBiG,,ORG_70768ab916c8,,,,,,,,,,,,,,,core ent-kaurane scaffold biosynthesis direct; ecological role UNCERTAIN,,,Fungal BGC Dossier — M4-FUNG-0380 / BGC0002221
M4-FUNG-0381,BGC0002222,MIBiG,,ORG_6e29ff2602e5,,,,,,,,,,,,,,,antifungal maleidride; direct ecological role in D. curvata beyond bioactivity remains UNCERTAIN,,,Fungal BGC Dossier — M4-FUNG-0381 / BGC0002222
M4-FUNG-0382,BGC0002223,MIBiG,,ORG_dccbef159ffa,,,,,,,,,,,,,,,scytalidin is an antifungal metabolite; exact native ecological role remains incompletely tested,,,Fungal BGC Dossier — M4-FUNG-0382 / BGC0002223
M4-FUNG-0383,BGC0002224,MIBiG,,ORG_a825e454814d,,,,,,,,,,,,,,,zopfiellin has antifungal activity; native ecological role remains UNCERTAIN,,,Fungal BGC Dossier — M4-FUNG-0383 / BGC0002224
M4-FUNG-0384,BGC0002225,MIBiG,,ORG_43dffc297132,,,,,,,,,,,,,,,aculenes are fungal norsesquiterpenes; native ecological function remains UNCERTAIN.,,,Fungal BGC Dossier — M4-FUNG-0384 / BGC0002225
M4-FUNG-0385,BGC0002226,MIBiG,,ORG_ddcf71f2b181,,,,,,,,,,,,,,,Natural biological/ecological role of acu-dioxomorpholines remains UNCERTAIN.,,,Fungal BGC Dossier — M4-FUNG-0385 / BGC0002226
M4-FUNG-0386,BGC0002227,MIBiG,,ORG_30de335eae3e,,,,,,,,,,,,,,,Native ecological role of AKML macrolides remains UNCERTAIN.,,,Fungal BGC Dossier — M4-FUNG-0386 / BGC0002227
M4-FUNG-0387,BGC0002228,MIBiG,,ORG_1be47c6350ca,,,,,,,,,,,,,,,Native ecological role of CIML macrolides remains UNCERTAIN.,,,Fungal BGC Dossier — M4-FUNG-0387 / BGC0002228
M4-FUNG-0388,BGC0002229,MIBiG,,ORG_d40377b519a7,,,,,,,,,,,,,,,Native ecological function of the aculin metabolites remains UNCERTAIN.,,,Fungal BGC Dossier — M4-FUNG-0388 / BGC0002229
