gene_key,dossier_id,gene_id,gene_name,protein_accession,start_bp,end_bp,strand,predicted_function_raw,demonstrated_function_raw,perturbation_raw,phenotype_raw,source_ids,note,source_row
M4-FUNG-0057:MAA_10032,M4-FUNG-0057,MAA_10032,,,4573.0,6316.0,-,displayed neighboring CDS,,selected upstream deletions tested for some genes,no destruxin effect for tested upstream candidates,S001; S004,Retained to represent physical database boundary; not assumed part of causal core.,105
M4-FUNG-0057:MAA_10033,M4-FUNG-0057,MAA_10033,,,7766.0,12927.0,-,displayed neighboring CDS,,selected upstream deletions tested for some genes,no destruxin effect for tested upstream candidates,S001; S004,Retained to represent physical database boundary; not assumed part of causal core.,106
M4-FUNG-0057:MAA_10034,M4-FUNG-0057,MAA_10034,,,14151.0,16040.0,+,displayed neighboring CDS,,,,S001; S004,Retained to represent physical database boundary; not assumed part of causal core.,107
M4-FUNG-0057:MAA_10035,M4-FUNG-0057,MAA_10035,,,16872.0,18679.0,+,displayed neighboring CDS,,,,S001; S004,Retained to represent physical database boundary; not assumed part of causal core.,108
M4-FUNG-0057:MAA_10036,M4-FUNG-0057,MAA_10036,,,19976.0,26899.0,+,displayed neighboring CDS,,,,S001; S004,Retained to represent physical database boundary; not assumed part of causal core.,109
M4-FUNG-0057:MAA_10037,M4-FUNG-0057,MAA_10037,,,27748.0,29731.0,+,displayed neighboring CDS,,,,S001; S004,Retained to represent physical database boundary; not assumed part of causal core.,110
M4-FUNG-0057:MAA_10038,M4-FUNG-0057,MAA_10038,,,30537.0,32991.0,+,displayed neighboring CDS,,,,S001; S004,Retained to represent physical database boundary; not assumed part of causal core.,111
M4-FUNG-0057:MAA_10039,M4-FUNG-0057,MAA_10039,,,34068.0,35224.0,-,displayed neighboring CDS,,,,S001; S004,Retained to represent physical database boundary; not assumed part of causal core.,112
M4-FUNG-0057:MAA_10040,M4-FUNG-0057,MAA_10040,,,35733.0,36524.0,-,displayed neighboring CDS,,,,S001; S004,Retained to represent physical database boundary; not assumed part of causal core.,113
M4-FUNG-0057:MAA_10041,M4-FUNG-0057,MAA_10041,,,41364.0,43043.0,-,displayed neighboring CDS,,,,S001; S004,Retained to represent physical database boundary; not assumed part of causal core.,114
M4-FUNG-0057:MAA_10042,M4-FUNG-0057,MAA_10042,,,46696.0,47655.0,+,displayed neighboring CDS,,,,S001; S004,Retained to represent physical database boundary; not assumed part of causal core.,115
M4-FUNG-0057:MAA_10043,M4-FUNG-0057,MAA_10043,DtxS1,,47923.0,71714.0,-,six-module NRPS,destruxin depsipeptide assembly,deletion,abolishes destruxins,S001; S004,,116
M4-FUNG-0057:MAA_10044,M4-FUNG-0057,MAA_10044,DtxS2,,72959.0,74873.0,-,CYP65AF P450,downstream oxidative congener conversion,deletion,accumulates DTX B/B2/desmethyl-B and loses normal downstream profile,S001; S004,,117
M4-FUNG-0057:MAA_10045,M4-FUNG-0057,MAA_10045,DtxS3,,76321.0,77803.0,+,aldo-keto reductase,hydroxyisocaproate precursor supply,deletion + precursor feeding,abolishes DTX; HIC feeding rescues,S001; S004,,118
M4-FUNG-0057:MAA_10046,M4-FUNG-0057,MAA_10046,DtxS4,,78302.0,79789.0,+,aspartate decarboxylase,beta-alanine precursor supply,deletion + precursor feeding,abolishes DTX; beta-alanine feeding rescues,S001; S004,,119
M4-FUNG-0057:MAA_10047,M4-FUNG-0057,MAA_10047,,,80445.0,81634.0,-,displayed neighboring CDS,,,,S001; S004,Retained to represent physical database boundary; not assumed part of causal core.,120
M4-FUNG-0057:MAA_10048,M4-FUNG-0057,MAA_10048,,,84098.0,88361.0,+,displayed neighboring CDS,,,,S001; S004,Retained to represent physical database boundary; not assumed part of causal core.,121
M4-FUNG-0057:MAA_10049,M4-FUNG-0057,MAA_10049,,,95996.0,96244.0,+,displayed neighboring CDS,,,,S001; S004,Retained to represent physical database boundary; not assumed part of causal core.,122
M4-FUNG-0057:MAA_10050,M4-FUNG-0057,MAA_10050,,,100674.0,102636.0,+,displayed neighboring CDS,,,,S001; S004,Retained to represent physical database boundary; not assumed part of causal core.,123
M4-FUNG-0057:MAA_10051,M4-FUNG-0057,MAA_10051,,,104003.0,104779.0,-,displayed neighboring CDS,,,,S001; S004,Retained to represent physical database boundary; not assumed part of causal core.,124
M4-FUNG-0058:ecdB,M4-FUNG-0058,ecdB,EcdB,,,,,fungal transcription factor; 545 aa,promoter binding reported; deletion not required for normal ECD-B production,ΔecdB,no significant product/transcript effect,S004; S005,,104
M4-FUNG-0058:ecdC,M4-FUNG-0058,ecdC,EcdC,,,,,MFS transporter; 556 aa,,,,S004,,105
M4-FUNG-0058:ecdD,M4-FUNG-0058,ecdD,EcdD,,,,,MFS transporter; 541 aa,,,,S004,,106
M4-FUNG-0058:ecdE,M4-FUNG-0058,ecdE,EcdE,,,,,glycosyl hydrolase; 703 aa,,,,S004,,107
M4-FUNG-0058:ecdF,M4-FUNG-0058,ecdF,EcdF,,,,,glycosidase; 508 aa,,,,S004,,108
M4-FUNG-0058:ecdA,M4-FUNG-0058,ecdA,EcdA,,,,,six-module NRPS; 7260 aa,lipohexapeptide assembly,ΔecdA,echinocandin B abolished,S004,,109
M4-FUNG-0058:ecdG,M4-FUNG-0058,ecdG,EcdG,,,,,Fe/2OG oxygenase; 338 aa,proposed tailoring hydroxylase,,,S004,,110
M4-FUNG-0058:ecdH,M4-FUNG-0058,ecdH,EcdH,,,,,cytochrome P450; 503 aa,proposed tailoring hydroxylase,,,S004,,111
M4-FUNG-0058:ecdI,M4-FUNG-0058,ecdI,EcdI,,,,,fatty-acyl AMP ligase; 559 aa,activates linoleate as linoleyl-AMP and loads EcdA T1,biochemical assay,linoleate loading ATP-dependent,S004,,112
M4-FUNG-0058:ecdJ,M4-FUNG-0058,ecdJ,EcdJ,,,,,hypothetical protein; 668 aa,,,,S004,,113
M4-FUNG-0058:ecdK,M4-FUNG-0058,ecdK,EcdK,,,,,Fe/2OG oxygenase; 332 aa,proposed tailoring hydroxylase,,,S004,,114
M4-FUNG-0058:ecdL,M4-FUNG-0058,ecdL,EcdL,,,,,ABC transporter; 1479 aa,,,,S004,,115
M4-FUNG-0059:esyn1,M4-FUNG-0059,esyn1,enniatin synthetase,CAA79245.2,1021.0,10416.0,+,multifunctional NRPS/depsipeptide synthetase,catalyses iterative assembly and N-methylation of enniatin depsipeptide,molecular cloning/biochemical characterization,9393-bp ORF encoding 3131 aa protein; first fungal N-methyl peptide synthetase gene characterized,S001; S004,Protein reported ~346.9 kDa; two homologous catalytic units with an embedded methyltransferase-like region.,104
M4-FUNG-0060:easH,M4-FUNG-0060,easH,EasH,ABM91453.1,1.0,558.0,+,oxidative tailoring candidate,pathway-associated by homology/expression,,,S001; S004,Displayed segment is only part of the complete EAS programme.,104
M4-FUNG-0060:easA,M4-FUNG-0060,easA,EasA,ABM91449.1,1019.0,2161.0,-,old-yellow-enzyme/reductase candidate,pathway-associated by homology/expression,,,S001; S004,Displayed segment is only part of the complete EAS programme.,105
M4-FUNG-0060:easG,M4-FUNG-0060,easG,EasG,ABM91452.1,3517.0,4575.0,+,reductase,Fl1 pathway-associated by expression/homology; AR5 deletion directly supports requirement for downstream ergovaline formation,AR5 easG deletion (comparative strain),ergovaline not detected in AR5 easG deletion associations,S001; S004; S005,"Direct knockout evidence is from E. festucae var. lolii AR5, not Fl1; retain strain caveat and do not upgrade Fl1 to direct deletion evidence.",106
M4-FUNG-0060:easF,M4-FUNG-0060,easF,EasF,ABM91451.1,4619.0,5721.0,-,methyltransferase,pathway-associated by homology/expression,,,S001; S004,Displayed segment is only part of the complete EAS programme.,107
M4-FUNG-0060:easE,M4-FUNG-0060,easE,EasE,ABM91450.1,6190.0,8140.0,-,oxidative/cyclization enzyme,pathway-associated by homology/expression,,,S001; S004,Displayed segment is only part of the complete EAS programme.,108
M4-FUNG-0060:lpsB,M4-FUNG-0060,lpsB,LpsB,ABM91454.1,9411.0,13540.0,+,single-module NRPS,required for ergovaline assembly,targeted replacement,ergovaline abolished; upstream lysergic/lysergyl intermediates accumulate; complementation restores,S001; S004,,109
M4-FUNG-0061:AFUA_6G12040,M4-FUNG-0061,AFUA_6G12040,,EAL89045.1,3010494.0,3012341.0,+,putative MFS transporter,no required role in FQ biosynthesis detected,deletion,no core biosynthetic defect,S001; S004; S005; S006,,104
M4-FUNG-0061:AFUA_6G12050,M4-FUNG-0061,AFUA_6G12050,FmqC,EAL89046.1,3013593.0,3017507.0,+,single-module NRPS,acylates/annulates oxidized FQF intermediate during FQA formation,biochemical/genetic,required for FQA,S001; S004; S005; S006,,105
M4-FUNG-0061:AFUA_6G12060,M4-FUNG-0061,AFUA_6G12060,FmqB,EAL89047.1,3017908.0,3019274.0,-,FAD monooxygenase,oxidizes FQF enabling FmqC tandem oxidative-acylation,biochemical/genetic,required for FQA,S001; S004; S005; S006,,106
M4-FUNG-0061:AFUA_6G12070,M4-FUNG-0061,AFUA_6G12070,FmqD,EAL89048.1,3020103.0,3021926.0,+,FAD oxidoreductase,oxidizes FQA to FQC; secreted/cell-wall localized,deletion/localization,loss of FQC and altered metabolite distribution,S001; S004; S005; S006,,107
M4-FUNG-0061:AFUA_6G12080,M4-FUNG-0061,AFUA_6G12080,FmqA,EAL89049.1,3023316.0,3035305.0,-,trimodular NRPS,builds fumiquinazoline F; contains anthranilate-activating module,biochemical/genetic,required for pathway entry,S001; S004; S005; S006,,108
M4-FUNG-0062:Pc16g04690,M4-FUNG-0062,Pc16g04690,HcpA,CAP93139.1,1080827.0,1099362.0,+,noncanonical tetra-modular NRPS (~6064 aa),produces fungisporin and a microheterogeneous cyclic/linear tetrapeptide family,complete gene deletion,all identified cyclic and linear HcpA-associated tetrapeptides disappear; colony surface becomes smoother,S001; S004,Proposed trans-acting adenylation-domain logic and broad Phe/Tyr/Trp and Val/Ile substrate tolerance.,104
M4-FUNG-0063:gliZ,M4-FUNG-0063,gliZ,GliZ,,,,,Zn2Cys6 transcription factor,positive cluster regulator,deletion / multi-copy,ΔgliZ abolishes gliotoxin and cluster expression; extra copies increase output,S006,Exact coordinates omitted because the retired MIBiG representation spans multiple contigs.,104
M4-FUNG-0063:gliP,M4-FUNG-0063,gliP,GliP,,,,,multimodular NRPS,forms diketopiperazine scaffold,deletion / biochemical study,ΔgliP abolishes gliotoxin,S005,Exact coordinates omitted because the retired MIBiG representation spans multiple contigs.,105
M4-FUNG-0063:gliC,M4-FUNG-0063,gliC,GliC,,,,,cytochrome P450,oxidative tailoring,pathway study,,S007,Exact coordinates omitted because the retired MIBiG representation spans multiple contigs.,106
M4-FUNG-0063:gliF,M4-FUNG-0063,gliF,GliF,,,,,cytochrome P450,oxidative tailoring,pathway study,,S007,Exact coordinates omitted because the retired MIBiG representation spans multiple contigs.,107
M4-FUNG-0063:gliG,M4-FUNG-0063,gliG,GliG,,,,,glutathione S-transferase,sulfur incorporation,pathway/biochemical study,,S007,Exact coordinates omitted because the retired MIBiG representation spans multiple contigs.,108
M4-FUNG-0063:gliK,M4-FUNG-0063,gliK,GliK,,,,,gamma-glutamyl processing enzyme,sulfur processing,pathway/biochemical study,,S007,Exact coordinates omitted because the retired MIBiG representation spans multiple contigs.,109
M4-FUNG-0063:gliJ,M4-FUNG-0063,gliJ,GliJ,,,,,dipeptidase/processing enzyme,sulfur/peptide processing,pathway study,,S007,Exact coordinates omitted because the retired MIBiG representation spans multiple contigs.,110
M4-FUNG-0063:gliI,M4-FUNG-0063,gliI,GliI,,,,,aminotransferase-like enzyme,sulfur-pathway processing,pathway study,,S007,Exact coordinates omitted because the retired MIBiG representation spans multiple contigs.,111
M4-FUNG-0063:gliM,M4-FUNG-0063,gliM,GliM,,,,,O-methyltransferase,methylation/tailoring,pathway study,,S007,Exact coordinates omitted because the retired MIBiG representation spans multiple contigs.,112
M4-FUNG-0063:gliN,M4-FUNG-0063,gliN,GliN,,,,,N-methyltransferase,N-methylation,pathway study,,S007,Exact coordinates omitted because the retired MIBiG representation spans multiple contigs.,113
M4-FUNG-0063:gliA,M4-FUNG-0063,gliA,GliA,,,,,MFS transporter,gliotoxin efflux/secretion,deletion,gliotoxin secretion abolished; intracellular handling/self-sensitivity altered,S008,Exact coordinates omitted because the retired MIBiG representation spans multiple contigs.,114
M4-FUNG-0063:gliT,M4-FUNG-0063,gliT,GliT,,,,,thioredoxin-like oxidoreductase,forms transannular disulfide and confers self-resistance,deletion + purified enzyme,loss causes gliotoxin sensitivity; disulfide formation demonstrated,S007,Exact coordinates omitted because the retired MIBiG representation spans multiple contigs.,115
M4-FUNG-0064:HTS1,M4-FUNG-0064,HTS1,HC-toxin synthetase,,,,,~574.6-kDa four-module NRPS,assembles cyclic tetrapeptide scaffold,double-copy disruption,HC-toxin and host-selective pathogenicity lost,S005,"Multiple physical copies may exist; row represents gene family/function, not a single coordinate.",104
M4-FUNG-0064:TOXA,M4-FUNG-0064,TOXA,putative cyclic-peptide efflux pump,,,,,MFS transporter,proposed toxin export/self-protection,single-copy disruptions; repeated double-disruption attempts unsuccessful,suggests importance in toxin-producing strains; exact transported species not directly proven,S012,"Multiple physical copies may exist; row represents gene family/function, not a single coordinate.",105
M4-FUNG-0064:TOXC,M4-FUNG-0064,TOXC,fatty acid synthase-like protein,,,,,fatty-acid-synthase-like enzyme,Aeo side-chain precursor biosynthesis,all-copy disruption,HC-toxin/pathogenicity lost; growth/sporulation normal,S006,"Multiple physical copies may exist; row represents gene family/function, not a single coordinate.",106
M4-FUNG-0064:TOXD,M4-FUNG-0064,TOXD,TOX2 biosynthetic gene,,,,,biosynthetic accessory enzyme,pathway role incompletely resolved,genetic/pathway evidence,,S004,"Multiple physical copies may exist; row represents gene family/function, not a single coordinate.",107
M4-FUNG-0064:TOXE,M4-FUNG-0064,TOXE,TOXEp regulator,,,,,bZIP-like DNA-binding + four ankyrin repeats,positive regulator of several TOX2 genes but not HTS1,targeted disruption,HC-toxin/pathogenicity abolished; growth/sporulation normal,S007,"Multiple physical copies may exist; row represents gene family/function, not a single coordinate.",108
M4-FUNG-0064:TOXF,M4-FUNG-0064,TOXF,branched-chain-amino-acid transaminase-like,,,,,aminotransferase candidate,proposed amination of Aeo precursor,all-copy disruption,HC-toxin/pathogenicity lost; growth normal,S008,"Multiple physical copies may exist; row represents gene family/function, not a single coordinate.",109
M4-FUNG-0064:TOXG,M4-FUNG-0064,TOXG,TOX2 biosynthetic gene,,,,,biosynthetic accessory enzyme,pathway role incompletely resolved,mapping/genetic evidence,,S004,"Multiple physical copies may exist; row represents gene family/function, not a single coordinate.",110
M4-FUNG-0065:AFUA_3G12890,M4-FUNG-0065,AFUA_3G12890,HasA,EAL92294.1,3423866.0,3425153.0,-,C6 transcription factor,positive pathway regulator,overexpression / knockout,OE activates seven other has genes and HAS output,S001; S003,,104
M4-FUNG-0065:AFUA_3G12900,M4-FUNG-0065,AFUA_3G12900,HasB,EAL92293.2,3426447.0,3427927.0,+,MFS transporter,pathway-associated transport function unresolved,knockout,alters HAS-pathway metabolite profile,S001; S003,,105
M4-FUNG-0065:AFUA_3G12910,M4-FUNG-0065,AFUA_3G12910,HasC,EAL92292.1,3428497.0,3429858.0,-,O-methyltransferase,methylates pathway intermediate,knockout metabolomics,blocks normal HAS maturation,S001; S003,,106
M4-FUNG-0065:AFUA_3G12920,M4-FUNG-0065,AFUA_3G12920,HasD,EAL92291.2,3430194.0,3436923.0,+,NRPS,forms L-Trp/L-Ala-derived dipeptidyl scaffold,knockout,abolishes HAS pathway scaffold,S001; S003,,107
M4-FUNG-0065:AFUA_3G12930,M4-FUNG-0065,AFUA_3G12930,HasE,EAL92290.2,3437617.0,3439088.0,+,dimethylallyl tryptophan synthase,C7-prenylates tryptophan-derived intermediate,knockout / enzyme-family evidence,blocks normal prenylated product,S001; S003; S005,,108
M4-FUNG-0065:AFUA_3G12940,M4-FUNG-0065,AFUA_3G12940,HasF,,,,,second C6 transcription factor,pathway-associated regulatory role incompletely resolved,knockout,,S003,,109
M4-FUNG-0065:AFUA_3G12950,M4-FUNG-0065,AFUA_3G12950,HasG,,,,,FAD-linked oxidase,oxidative modification of prenyl side chain toward methylbutadienyl group,knockout metabolomics,,S003,,110
M4-FUNG-0065:AFUA_3G12960,M4-FUNG-0065,AFUA_3G12960,HasH,,,,,cytochrome P450,oxidative tailoring / hydroxylation,knockout metabolomics,,S003,,111
M4-FUNG-0066:pcbAB,M4-FUNG-0066,pcbAB,ACV synthetase,,,,,trimodular NRPS,"forms ACV from alpha-aminoadipate, cysteine and valine",functional genetics/biochemistry,core penicillin scaffold step,S003; S006,,104
M4-FUNG-0066:pcbC,M4-FUNG-0066,pcbC,IPN synthase,,,,,isopenicillin N synthase,cyclizes ACV to isopenicillin N,functional genetics/biochemistry,core beta-lactam formation,S003; S006,,105
M4-FUNG-0066:penDE,M4-FUNG-0066,penDE,IPN acyltransferase,,,,,isopenicillin-N acyltransferase,side-chain exchange to hydrophobic penicillins,functional genetics/biochemistry,final penicillin diversification,S003; S006,,106
M4-FUNG-0066:ORF11,M4-FUNG-0066,ORF11,,,,,,D-amino-acid oxidase candidate,possible production-support role; not strictly indispensable,region functional analysis,no absolute requirement,S003,,107
M4-FUNG-0066:ORF12,M4-FUNG-0066,ORF12,,,,,,saccharopine-dehydrogenase-like candidate,possible alpha-aminoadipate precursor contribution; not strictly indispensable,region functional analysis,no absolute requirement,S003,,108
M4-FUNG-0066:ORF13,M4-FUNG-0066,ORF13,,,,,,C6 transcription-factor candidate,possible regulatory role; no direct essentiality established,region functional analysis,not demonstrated as master penicillin regulator,S003,,109
M4-FUNG-0067:pcbAB,M4-FUNG-0067,pcbAB,ACV synthetase,ABR12615.1,25677.0,37052.0,-,trimodular NRPS,alpha-aminoadipate + cysteine + valine → ACV,enzyme assays / functional studies,loss blocks pathway entry,S001; S003,,104
M4-FUNG-0067:pcbC,M4-FUNG-0067,pcbC,isopenicillin N synthase,ABR12616.1,38068.0,39063.0,+,Fe-dependent IPN synthase,ACV → isopenicillin N,enzyme assays / functional studies,loss blocks beta-lactam ring formation,S001; S003,,105
M4-FUNG-0067:penDE,M4-FUNG-0067,penDE,isopenicillin-N acyltransferase,ABR12617.1,40561.0,41835.0,+,acyl-CoA:isopenicillin-N acyltransferase,isopenicillin N → hydrophobic penicillins by side-chain exchange,enzyme assays / functional studies,loss blocks benzyl/phenoxymethylpenicillin formation,S001; S003,,106
M4-FUNG-0068:Pc21g15420,M4-FUNG-0068,Pc21g15420,RoqT,CAP96439.1,3638081.0,3639872.0,+,transporter,cluster-associated transport; no core catalytic step,knockout panel,no defining scaffold reaction,S001; S003,,104
M4-FUNG-0068:Pc21g15430,M4-FUNG-0068,Pc21g15430,RoqD,CAP96440.1,3640720.0,3642058.0,+,reverse prenyltransferase,"prenylates HTD or DHTD, yielding RoqD/RoqC branch intermediates",knockout metabolomics,loss changes prenylated branch products,S003; S004,,105
M4-FUNG-0068:Pc21g15440,M4-FUNG-0068,Pc21g15440,RoqN,CAP96441.1,3642415.0,3643447.0,-,methyltransferase,glandicoline B → meleagrine,knockout metabolomics,meleagrine lost; glandicoline B accumulates,S003,,106
M4-FUNG-0068:Pc21g15450,M4-FUNG-0068,Pc21g15450,RoqO,CAP96442.1,3644030.0,3645882.0,+,P450 monooxygenase,glandicoline A → glandicoline B,knockout metabolomics,glandicoline A accumulates,S003,,107
M4-FUNG-0068:Pc21g15460,M4-FUNG-0068,Pc21g15460,RoqM,CAP96443.1,3646230.0,3647739.0,-,monooxygenase,roquefortine C → glandicoline A,knockout metabolomics,RoqC accumulates,S003,,108
M4-FUNG-0068:Pc21g15470,M4-FUNG-0068,Pc21g15470,RoqR,CAP96444.1,3649100.0,3650745.0,-,P450 oxidoreductase,oxidizes HTD/RoqD branch toward DHTD/RoqC,knockout metabolomics,branch intermediates shift,S003; S004,,109
M4-FUNG-0068:Pc21g15480,M4-FUNG-0068,Pc21g15480,RoqA,CAP96445.1,3651282.0,3658739.0,+,NRPS,condenses L-Trp and L-His → HTD,knockout,all downstream roq/meleagrine products abolished,S003,,110
M4-FUNG-0069:ANIA_08513,M4-FUNG-0069,ANIA_08513,TdiA,CBF80711.1,732113.0,735025.0,-,unusual NRPS-like tridomain enzyme,couples two indolepyruvate-derived units to didemethylasterriquinone D scaffold,heterologous reconstitution/knockout,loss blocks bis-indole scaffold,S001; S003,,104
M4-FUNG-0069:ANIA_08514,M4-FUNG-0069,ANIA_08514,TdiB,CBF80712.1,735415.0,736807.0,+,prenyltransferase,performs two distinct prenyl-transfer reactions in terrequinone maturation,heterologous reconstitution,required for full diprenylated terrequinone A,S001; S003; S005,,105
M4-FUNG-0069:ANIA_08518,M4-FUNG-0069,ANIA_08518,TdiC,CBF80714.1,737458.0,738525.0,+,NADH quinone reductase,reduces quinone intermediate to hydroquinone before prenylation,heterologous reconstitution,required for normal pathway redox sequence,S001; S003,,106
M4-FUNG-0069:ANIA_08516,M4-FUNG-0069,ANIA_08516,TdiD,CBF80716.1,738742.0,740415.0,+,tryptophan aminotransferase,L-Trp → indolepyruvate,heterologous reconstitution,supplies pathway starter,S003,,107
M4-FUNG-0069:ANIA_08520,M4-FUNG-0069,ANIA_08520,TdiE,CBF80718.1,740487.0,741871.0,-,accessory pathway protein,prevents diversion to off-pathway monoprenylated product; exact catalytic role unresolved,heterologous reconstitution / knockout,required for efficient faithful terrequinone A formation,S003,,108
M4-FUNG-0070:vlmS,M4-FUNG-0070,vlmS,VlmS,,,,,seven-module NRPS,assembles/cyclizes verlamelin peptide-lipid scaffold,knockout,verlamelin abolished,S003; S004,"Epimerization domains reported in modules 2, 3 and 6.",104
M4-FUNG-0070:vlmA,M4-FUNG-0070,vlmA,VlmA,,,,,fatty-acid hydroxylase,supports formation of 5-hydroxytetradecanoate precursor,knockout + feeding,loss rescued by hydroxy-fatty-acid precursor,S003,,105
M4-FUNG-0070:vlmB,M4-FUNG-0070,vlmB,VlmB,,,,,thioesterase,supports release/supply of hydroxy-fatty-acid precursor from primary metabolism,knockout + feeding,loss rescued by hydroxy-fatty-acid precursor,S003,,106
M4-FUNG-0070:vlmC,M4-FUNG-0070,vlmC,VlmC,,,,,AMP-dependent ligase,required for normal verlamelin biosynthesis; precise substrate handoff incompletely resolved,knockout,verlamelin abolished/reduced,S003,,107
M4-FUNG-0071:AFLA_094930,M4-FUNG-0071,AFLA_094930,,EED49412.1,1600261.0,1600803.0,+,hypothetical protein,,,,S001; S004; S006,,104
M4-FUNG-0071:AFLA_094940,M4-FUNG-0071,AFLA_094940,,EED49413.1,1601129.0,1601942.0,-,conserved hypothetical protein,,,,S001; S004; S006,,105
M4-FUNG-0071:AFLA_094950,M4-FUNG-0071,AFLA_094950,,EED49414.1,1602292.0,1604103.0,+,monooxygenase candidate,,,,S001; S004; S006,,106
M4-FUNG-0071:AFLA_094960,M4-FUNG-0071,AFLA_094960,,EED49415.1,1604310.0,1606178.0,+,cytochrome P450 candidate,early knockout implicated gene in ustiloxin biosynthesis,knockout,production strongly impaired,S001; S004; S006,,107
M4-FUNG-0071:AFLA_094970,M4-FUNG-0071,AFLA_094970,,EED49416.1,1606237.0,1606756.0,-,hypothetical protein,,,,S001; S004; S006,,108
M4-FUNG-0071:AFLA_094980,M4-FUNG-0071,AFLA_094980,,EED49417.1,1606881.0,1607650.0,+,UstA ribosomal precursor protein,precursor UstA containing repeated YAIG core motifs,precursor-gene/pathway genetics,required source peptide,S001; S004; S006,,109
M4-FUNG-0071:AFLA_094990,M4-FUNG-0071,AFLA_094990,,EED49418.1,1608095.0,1609004.0,-,conserved hypothetical protein,,,,S001; S004; S006,,110
M4-FUNG-0071:AFLA_095000,M4-FUNG-0071,AFLA_095000,,EED49419.1,1609295.0,1609560.0,+,hypothetical protein,,,,S001; S004; S006,,111
M4-FUNG-0071:AFLA_095010,M4-FUNG-0071,AFLA_095010,,EED49420.1,1610162.0,1611651.0,+,conserved hypothetical protein,,,,S001; S004; S006,,112
M4-FUNG-0071:AFLA_095020,M4-FUNG-0071,AFLA_095020,,EED49421.1,1611752.0,1612296.0,-,hypothetical protein,,,,S001; S004; S006,,113
M4-FUNG-0071:AFLA_095030,M4-FUNG-0071,AFLA_095030,,EED49422.1,1613168.0,1615232.0,+,gamma-glutamyl transpeptidase candidate,,,,S001; S004; S006,,114
M4-FUNG-0071:AFLA_095040,M4-FUNG-0071,AFLA_095040,,EED49423.1,1615340.0,1616792.0,-,NRPS-like/PLP-enzyme-region annotation,early knockout implicated gene in ustiloxin biosynthesis,knockout,production strongly impaired,S001; S004; S006,,115
M4-FUNG-0071:AFLA_095050,M4-FUNG-0071,AFLA_095050,,EED49424.1,1617057.0,1618706.0,+,monooxygenase candidate,,,,S001; S004; S006,,116
M4-FUNG-0071:AFLA_095060,M4-FUNG-0071,AFLA_095060,,EED49425.1,1618921.0,1620270.0,+,UstQ tyrosinase candidate,tyrosinase UstQ participates in oxidative macrocycle maturation,pathway reconstruction/genetics,,S001; S004; S006,,117
M4-FUNG-0071:AFLA_095070,M4-FUNG-0071,AFLA_095070,,EED49426.1,1620394.0,1622184.0,-,MFS transporter candidate,,,,S001; S004; S006,,118
M4-FUNG-0071:AFLA_095080,M4-FUNG-0071,AFLA_095080,,EED49427.1,1624376.0,1625269.0,+,conserved hypothetical protein,,,,S001; S004; S006,,119
M4-FUNG-0071:AFLA_095090,M4-FUNG-0071,AFLA_095090,,EED49428.1,1625285.0,1626202.0,+,UstR C6 transcription factor,positive transcriptional activator UstR,forced expression,induces whole cluster and ustiloxin B in silent A. oryzae,S001; S004; S006,,120
M4-FUNG-0071:AFLA_095100,M4-FUNG-0071,AFLA_095100,,EED49429.1,1626509.0,1627741.0,-,conserved hypothetical protein,,,,S001; S004; S006,,121
M4-FUNG-0071:AFLA_095110,M4-FUNG-0071,AFLA_095110,,EED49430.1,1627824.0,1628555.0,+,conserved hypothetical protein,,,,S001; S004; S006,,122
M4-FUNG-0072:atmG,M4-FUNG-0072,atmG,AtmG,,,,,GGPP synthase,supplies geranylgeranyl diphosphate for indole-diterpene core,expression/comparative pathway evidence,required ATM1 component,S003; S004,,104
M4-FUNG-0072:atmC,M4-FUNG-0072,atmC,AtmC,,,,,indole-diterpene core-assembly/cyclization protein,participates in paspaline-core formation,expression/comparative pathway evidence,required ATM1 component,S003; S004,,105
M4-FUNG-0072:atmM,M4-FUNG-0072,atmM,AtmM,,,,,FAD-dependent monooxygenase/epoxidase homolog,participates in paspaline-core formation,P. paxilli complementation,functionally complements paxM,S003,,106
M4-FUNG-0072:atmP,M4-FUNG-0072,atmP,AtmP,,,,,P450 monooxygenase,paspaline → 13-desoxypaxilline-related oxidation,heterologous complementation,functional PaxP homolog,S004,,107
M4-FUNG-0072:atmQ,M4-FUNG-0072,atmQ,AtmQ,,,,,P450 monooxygenase,13-desoxypaxilline → paspalicine/paspalinine oxidation,heterologous complementation,late oxidation demonstrated,S004,,108
M4-FUNG-0072:atmD,M4-FUNG-0072,atmD,AtmD,,,,,aromatic prenyltransferase,late prenylation toward aflatrem,pathway/comparative analysis,required late step,S004,,109
M4-FUNG-0072:atmB,M4-FUNG-0072,atmB,AtmB,,,,,ATM2 accessory enzyme,exact reaction unresolved,cluster/expression evidence,,S004,,110
M4-FUNG-0072:atmA,M4-FUNG-0072,atmA,AtmA,,,,,ATM2 accessory enzyme,exact reaction unresolved,cluster/expression evidence,,S004,,111
M4-FUNG-0073:BCIN_12g06370,M4-FUNG-0073,BCIN_12g06370,Bcbot4,ATZ56105.1,2217594.0,2219693.0,-,cytochrome P450 monooxygenase,first regio-/stereospecific hydroxylation of presilphiperfolan-8β-ol at C-4,,,,,104
